Scraped_At,Competitor_Name,Product_ID,Product_Name,Competitor_Price
2026-03-15 00:00:00,Carrefour,118,Prod_118,192.68
2025-01-06 00:00:00,Fathallah   ,115,Prod_115,195.93
2025-11-03 00:00:00, Carrefour ,111,Prod_111,127.99
2025-11-21 00:00:00,lulu,108,Prod_108,136.71
2025-05-28 00:00:00,Fathallah   ,107,Prod_107,144.87
2026-03-27 00:00:00, Carrefour ,106,Prod_106,149.33
2026-01-10 00:00:00,Fathallah   ,115,Prod_115,190.14
2025-07-28 00:00:00, Carrefour ,111,Prod_111,136.72
2025-06-25 00:00:00,Fathallah,111,Prod_111,127.32
2025-12-18 00:00:00,lulu,119,Prod_119,159.64
2025-06-21 00:00:00,Fathallah,112,Prod_112,140.04
2025-03-14 00:00:00, Carrefour ,112,Prod_112,133.02
2026-05-02 00:00:00,Fathallah,105,Prod_105,104.74
2025-04-09 00:00:00, Carrefour ,116,Prod_116,183.1
2025-01-13 00:00:00,Fathallah,111,Prod_111,148.51
2025-01-31 00:00:00,Carrefour,106,Prod_106,106.54
2025-06-04 00:00:00,Fathallah,110,Prod_110,148.8
2026-03-29 00:00:00,Carrefour,119,Prod_119,198.79
2025-08-01 00:00:00,Fathallah,114,Prod_114,194.02
2025-09-15 00:00:00,Fathallah,100,Prod_100,109.05
2025-11-29 00:00:00,lulu,115,Prod_115,150.22
2025-09-05 00:00:00, Carrefour ,109,Prod_109,143.74
2025-07-28 00:00:00, Carrefour ,111,Prod_111,165.63
2026-02-19 00:00:00, Carrefour ,106,Prod_106,127.24
2025-01-02 00:00:00,Fathallah,101,Prod_101,86.74
2025-11-10 00:00:00,lulu,115,Prod_115,173.03
2026-02-03 00:00:00,Lulu,110,Prod_110,164.68
2025-08-08 00:00:00,Lulu,110,Prod_110,12506.0
2025-04-13 00:00:00,Lulu,106,Prod_106,123.3
2025-08-15 00:00:00,Carrefour,115,Prod_115,144.82
2026-01-08 00:00:00,lulu,107,Prod_107,157.72
2025-04-08 00:00:00,Carrefour,117,Prod_117,202.91
2025-07-13 00:00:00,Carrefour,115,Prod_115,161.17
2026-04-19 00:00:00,Carrefour,110,Prod_110,153.36
2025-01-30 00:00:00,Fathallah   ,115,Prod_115,184.96
2026-02-18 00:00:00,lulu,119,Prod_119,172.96
2025-12-12 00:00:00,Fathallah   ,102,Prod_102,124.63
2026-01-30 00:00:00,Lulu,108,Prod_108,162.81
2025-09-16 00:00:00,Fathallah,111,Prod_111,151.48
2025-02-05 00:00:00,Lulu,102,Prod_102,116.99
2025-05-17 00:00:00,Fathallah   ,117,Prod_117,156.39
2026-04-23 00:00:00, Carrefour ,103,Prod_103,101.37
2025-04-17 00:00:00, Carrefour ,102,Prod_102,107.92
2025-01-26 00:00:00,Fathallah,105,Prod_105,136.96
2026-04-04 00:00:00,Fathallah,105,Prod_105,122.17
2025-02-23 00:00:00,Lulu,107,Prod_107,126.52
2025-07-30 00:00:00,Carrefour,114,Prod_114,170.37
2025-12-26 00:00:00,Fathallah   ,115,Prod_115,180.13
2025-02-06 00:00:00,Lulu,103,Prod_103,103.48
2025-03-07 00:00:00,Fathallah,103,Prod_103,118.46
2025-04-10 00:00:00,Fathallah,105,Prod_105,102.0
2025-04-04 00:00:00,Carrefour,114,Prod_114,181.62
2025-12-25 00:00:00, Carrefour ,105,Prod_105,110.36
2025-05-07 00:00:00,Carrefour,115,Prod_115,169.27
2026-01-13 00:00:00,Fathallah,113,Prod_113,147.31
2025-02-06 00:00:00, Carrefour ,102,Prod_102,104.7
2025-12-16 00:00:00,Fathallah,116,Prod_116,158.27
2025-01-28 00:00:00, Carrefour ,107,Prod_107,112.97
2025-06-24 00:00:00,Lulu,101,Prod_101,117.18
2025-10-24 00:00:00,Fathallah,116,Prod_116,156.2
2025-05-02 00:00:00,Lulu,113,Prod_113,150.1
2026-05-13 00:00:00,Fathallah   ,118,Prod_118,194.39
2025-03-18 00:00:00,Fathallah,101,Prod_101,101.6
2025-07-23 00:00:00,lulu,106,Prod_106,124.64
2025-02-07 00:00:00,lulu,100,Prod_100,102.21
2026-01-04 00:00:00,Carrefour,117,Prod_117,191.93
2025-09-30 00:00:00,lulu,109,Prod_109,148.63
2025-06-20 00:00:00,Fathallah   ,109,Prod_109,159.92
2025-09-26 00:00:00,Fathallah   ,114,Prod_114,145.26
2025-05-22 00:00:00,Fathallah   ,110,Prod_110,121.97
2025-09-08 00:00:00,Carrefour,104,Prod_104,107.01
2025-07-11 00:00:00,Fathallah   ,106,Prod_106,115.35
2025-11-28 00:00:00,Lulu,113,Prod_113,175.37
2025-04-23 00:00:00, Carrefour ,110,Prod_110,131.59
2026-04-05 00:00:00,Fathallah   ,111,Prod_111,134.11
2025-02-23 00:00:00,lulu,118,Prod_118,186.36
2025-07-22 00:00:00,lulu,116,Prod_116,179.18
2025-12-04 00:00:00,lulu,118,Prod_118,158.26
2025-07-19 00:00:00,lulu,117,Prod_117,151.89
2025-11-16 00:00:00,Carrefour,114,Prod_114,173.91
2026-01-28 00:00:00,lulu,104,Prod_104,111.92
2025-04-17 00:00:00,Carrefour,105,Prod_105,131.9
2025-01-10 00:00:00, Carrefour ,105,Prod_105,108.73
2025-10-04 00:00:00,lulu,103,Prod_103,120.4
2026-02-22 00:00:00,lulu,112,Prod_112,136.36
2025-12-11 00:00:00,Fathallah   ,113,Prod_113,140.35
2026-05-12 00:00:00,Carrefour,105,Prod_105,136.76
2025-07-23 00:00:00,Lulu,103,Prod_103,94.75
2025-11-17 00:00:00, Carrefour ,114,Prod_114,141.79
2025-02-25 00:00:00,lulu,103,Prod_103,120.37
2026-02-24 00:00:00,Lulu,111,Prod_111,148.16
2025-04-07 00:00:00,Carrefour,111,Prod_111,153.78
2025-02-01 00:00:00, Carrefour ,102,Prod_102,127.27
2026-01-05 00:00:00,Fathallah   ,116,Prod_116,203.72
2025-10-15 00:00:00,Fathallah,103,Prod_103,110.75
2025-05-12 00:00:00,Fathallah,109,Prod_109,158.2
2026-02-11 00:00:00, Carrefour ,102,Prod_102,109.94
2026-04-25 00:00:00,Fathallah,101,Prod_101,95.93
2025-02-26 00:00:00,Carrefour,101,Prod_101,99.26
2025-09-01 00:00:00,lulu,114,Prod_114,141.26
2025-05-16 00:00:00, Carrefour ,109,Prod_109,122.96
2026-04-14 00:00:00,Fathallah,114,Prod_114,182.21
2025-06-22 00:00:00,Carrefour,102,Prod_102,108.11
2026-04-30 00:00:00, Carrefour ,114,Prod_114,166.91
2026-01-14 00:00:00,Fathallah,102,Prod_102,127.05
2025-10-30 00:00:00,Fathallah,115,Prod_115,161.64
2025-12-19 00:00:00,Carrefour,100,Prod_100,115.48
2026-03-21 00:00:00,Carrefour,100,Prod_100,108.2
2026-01-04 00:00:00,Fathallah   ,104,Prod_104,105.72
2025-01-22 00:00:00,Lulu,100,Prod_100,112.79
2026-02-03 00:00:00,Fathallah,110,Prod_110,132.36
2025-02-02 00:00:00,lulu,115,Prod_115,180.81
2026-03-30 00:00:00,Fathallah,117,Prod_117,211.25
2026-05-04 00:00:00,lulu,116,Prod_116,202.76
2025-05-23 00:00:00,lulu,114,Prod_114,157.49
2025-02-16 00:00:00,Carrefour,103,Prod_103,114.67
2025-12-18 00:00:00, Carrefour ,119,Prod_119,190.3
2026-04-30 00:00:00,Fathallah   ,112,Prod_112,131.08
2025-08-01 00:00:00,Fathallah   ,105,Prod_105,105.87
2026-02-20 00:00:00,Lulu,111,Prod_111,133.27
2025-01-31 00:00:00,Carrefour,113,Prod_113,162.08
2025-03-01 00:00:00, Carrefour ,113,Prod_113,152.64
2025-01-04 00:00:00, Carrefour ,107,Prod_107,127.83
2025-04-29 00:00:00, Carrefour ,112,Prod_112,174.57
2025-12-30 00:00:00,Lulu,116,Prod_116,170.89
2025-02-02 00:00:00,Lulu,102,Prod_102,106.29
2025-10-13 00:00:00,lulu,110,Prod_110,136.71
2025-12-04 00:00:00,lulu,114,Prod_114,179.05
2025-11-12 00:00:00, Carrefour ,111,Prod_111,180.63
2026-02-26 00:00:00,Fathallah   ,115,Prod_115,192.0
2025-02-11 00:00:00,lulu,117,Prod_117,161.5
2026-01-13 00:00:00,Lulu,110,Prod_110,146.17
2025-09-24 00:00:00,Fathallah   ,119,Prod_119,209.48
2025-11-01 00:00:00,Carrefour,110,Prod_110,138.93
2025-04-02 00:00:00, Carrefour ,113,Prod_113,182.66
2026-01-31 00:00:00,Fathallah,110,Prod_110,168.14
2025-07-02 00:00:00, Carrefour ,107,Prod_107,138.65
2025-11-29 00:00:00,Lulu,100,Prod_100,109.03
2025-03-19 00:00:00,lulu,101,Prod_101,103.71
2025-05-06 00:00:00,lulu,119,Prod_119,176.37
2026-03-29 00:00:00,Fathallah   ,111,Prod_111,163.9
2026-01-17 00:00:00,Lulu,118,Prod_118,166.73
2025-06-02 00:00:00,lulu,107,Prod_107,127.58
2026-02-06 00:00:00,Lulu,106,Prod_106,111.95
2026-03-17 00:00:00,Fathallah,103,Prod_103,114.47
2026-03-15 00:00:00, Carrefour ,108,Prod_108,136.12
2025-09-20 00:00:00,Lulu,105,Prod_105,113.94
2025-10-10 00:00:00, Carrefour ,104,Prod_104,122.53
2025-07-27 00:00:00,Fathallah,100,Prod_100,109.95
2025-11-01 00:00:00,Carrefour,100,Prod_100,86.07
2026-01-20 00:00:00,Carrefour,101,Prod_101,106.24
2025-09-24 00:00:00,Fathallah,108,Prod_108,122.57
2025-12-02 00:00:00,lulu,105,Prod_105,121.67
2026-01-11 00:00:00,Fathallah   ,101,Prod_101,91.41
2025-01-16 00:00:00,Lulu,119,Prod_119,215.7
2025-11-22 00:00:00,Fathallah,112,Prod_112,147.56
2025-09-25 00:00:00, Carrefour ,109,Prod_109,158.38
2025-11-20 00:00:00, Carrefour ,109,Prod_109,118.63
2026-04-29 00:00:00,Lulu,104,Prod_104,134.25
2025-05-08 00:00:00,lulu,103,Prod_103,107.06
2026-02-27 00:00:00,Lulu,100,Prod_100,92.53
2025-06-18 00:00:00,Fathallah   ,106,Prod_106,140.24
2025-06-20 00:00:00,Fathallah,110,Prod_110,125.49
2025-09-16 00:00:00, Carrefour ,106,Prod_106,127.55
2025-12-26 00:00:00,Carrefour,119,Prod_119,218.65
2025-08-06 00:00:00,Carrefour,118,Prod_118,213.25
2025-04-05 00:00:00,Fathallah   ,114,Prod_114,170.6
2025-12-23 00:00:00,Fathallah   ,119,Prod_119,222.57
2025-03-16 00:00:00,lulu,105,Prod_105,115.93
2025-05-31 00:00:00,lulu,118,Prod_118,194.87
2025-11-03 00:00:00,Fathallah,102,Prod_102,115.23
2026-01-27 00:00:00, Carrefour ,105,Prod_105,119.9
2025-08-14 00:00:00,Carrefour,107,Prod_107,128.64
2025-04-23 00:00:00, Carrefour ,109,Prod_109,14461.000000000002
2025-09-24 00:00:00,Fathallah   ,118,Prod_118,169.65
2025-09-12 00:00:00,Fathallah,115,Prod_115,163.93
2025-02-20 00:00:00,lulu,119,Prod_119,219.22
2025-06-30 00:00:00,lulu,107,Prod_107,129.23
2025-04-15 00:00:00,Fathallah,103,Prod_103,117.43
2026-03-29 00:00:00, Carrefour ,107,Prod_107,130.41
2025-10-19 00:00:00,Fathallah,111,Prod_111,150.95
2026-02-23 00:00:00, Carrefour ,115,Prod_115,198.45
2025-06-21 00:00:00,Fathallah,117,Prod_117,201.08
2025-12-03 00:00:00, Carrefour ,100,Prod_100,98.55
2026-02-13 00:00:00,lulu,113,Prod_113,182.87
2025-03-20 00:00:00,Lulu,107,Prod_107,121.67
2025-07-28 00:00:00, Carrefour ,113,Prod_113,147.97
2025-12-06 00:00:00,Fathallah,119,Prod_119,168.6
2025-02-15 00:00:00, Carrefour ,103,Prod_103,100.77
2025-07-13 00:00:00,Carrefour,101,Prod_101,98.67
2025-10-24 00:00:00,Fathallah   ,114,Prod_114,186.58
2026-04-07 00:00:00, Carrefour ,119,Prod_119,215.45
2025-01-12 00:00:00,Fathallah,108,Prod_108,132.0
2026-02-20 00:00:00,lulu,113,Prod_113,173.8
2026-04-02 00:00:00,Fathallah   ,116,Prod_116,200.68
2025-07-12 00:00:00,Fathallah,115,Prod_115,199.45
2026-02-11 00:00:00, Carrefour ,105,Prod_105,104.13
2025-05-19 00:00:00,Fathallah,114,Prod_114,144.59
2025-12-06 00:00:00,Fathallah,107,Prod_107,112.34
2025-05-03 00:00:00,Fathallah   ,118,Prod_118,172.18
2025-04-11 00:00:00,lulu,104,Prod_104,104.02
2026-04-29 00:00:00,Carrefour,103,Prod_103,116.81
2026-03-22 00:00:00,Fathallah   ,117,Prod_117,182.3
2025-08-15 00:00:00,lulu,103,Prod_103,129.7
2025-05-05 00:00:00,Lulu,105,Prod_105,143.99
2025-12-07 00:00:00,Lulu,114,Prod_114,176.24
2025-06-17 00:00:00,Fathallah,101,Prod_101,115.48
2026-02-01 00:00:00,Carrefour,106,Prod_106,118.2
2026-03-29 00:00:00,Lulu,118,Prod_118,183.99
2025-10-23 00:00:00,lulu,111,Prod_111,180.39
2025-01-28 00:00:00,Fathallah,118,Prod_118,208.4
2025-08-21 00:00:00,Fathallah   ,112,Prod_112,165.02
2026-04-23 00:00:00,Fathallah   ,114,Prod_114,192.53
2026-03-28 00:00:00,Lulu,106,Prod_106,106.63
2025-04-11 00:00:00,lulu,109,Prod_109,136.93
2026-04-25 00:00:00,lulu,108,Prod_108,117.82
2025-06-05 00:00:00,Fathallah,106,Prod_106,144.45
2025-03-22 00:00:00,Fathallah   ,118,Prod_118,154.49
2025-02-06 00:00:00,Carrefour,113,Prod_113,144.3
2026-01-22 00:00:00,Fathallah   ,108,Prod_108,127.03
2025-11-07 00:00:00,Carrefour,119,Prod_119,166.51
2026-02-15 00:00:00,lulu,107,Prod_107,110.11
2025-04-12 00:00:00, Carrefour ,111,Prod_111,164.04
2025-08-14 00:00:00,Fathallah,103,Prod_103,121.46
2025-02-10 00:00:00,Fathallah,104,Prod_104,136.23
2026-03-11 00:00:00,Lulu,111,Prod_111,165.12
2025-02-12 00:00:00,Fathallah   ,101,Prod_101,121.07
2026-05-14 00:00:00,Carrefour,108,Prod_108,132.53
2025-06-09 00:00:00,lulu,107,Prod_107,147.1
2025-11-02 00:00:00, Carrefour ,104,Prod_104,109.67
2026-01-26 00:00:00, Carrefour ,102,Prod_102,105.65
2025-05-24 00:00:00,Fathallah   ,113,Prod_113,157.61
2025-04-06 00:00:00, Carrefour ,110,Prod_110,150.45
2025-05-02 00:00:00,Carrefour,109,Prod_109,159.38
2025-04-23 00:00:00,Carrefour,114,Prod_114,181.39
2025-04-25 00:00:00,lulu,110,Prod_110,149.44
2025-09-10 00:00:00,Lulu,111,Prod_111,176.51
2025-01-20 00:00:00,Fathallah   ,108,Prod_108,115.33
2026-05-12 00:00:00,lulu,102,Prod_102,115.37
2025-11-27 00:00:00,lulu,101,Prod_101,89.79
2025-01-06 00:00:00,Lulu,104,Prod_104,129.38
2025-12-28 00:00:00,Carrefour,106,Prod_106,112.02
2025-06-22 00:00:00, Carrefour ,116,Prod_116,149.55
2026-04-21 00:00:00,Fathallah   ,109,Prod_109,136.38
2025-10-16 00:00:00,Lulu,106,Prod_106,149.49
2025-11-28 00:00:00,Lulu,113,Prod_113,187.61
2025-05-02 00:00:00,Fathallah   ,100,Prod_100,98.27
2025-06-17 00:00:00,lulu,100,Prod_100,89.92
2025-04-17 00:00:00,Carrefour,102,Prod_102,110.74
2025-03-29 00:00:00,Carrefour,102,Prod_102,107.87
2025-05-30 00:00:00,Carrefour,105,Prod_105,133.22
2025-06-01 00:00:00,Lulu,111,Prod_111,127.75
2025-03-19 00:00:00,Carrefour,103,Prod_103,104.62
2025-09-02 00:00:00,lulu,104,Prod_104,104.83
2025-11-08 00:00:00,lulu,104,Prod_104,129.89
2025-04-17 00:00:00,Fathallah   ,115,Prod_115,184.08
2025-12-10 00:00:00,Carrefour,113,Prod_113,190.43
2025-06-01 00:00:00,Fathallah,101,Prod_101,122.83
2026-02-09 00:00:00,Fathallah   ,113,Prod_113,142.0
2025-07-02 00:00:00,Lulu,114,Prod_114,140.91
2025-01-10 00:00:00,Lulu,106,Prod_106,130.62
2025-02-24 00:00:00,Fathallah   ,110,Prod_110,145.59
2026-02-13 00:00:00,Fathallah   ,102,Prod_102,89.87
2025-01-05 00:00:00,Fathallah   ,113,Prod_113,135.3
2026-01-27 00:00:00,Lulu,109,Prod_109,154.23
2026-02-18 00:00:00,Lulu,102,Prod_102,102.89
2025-11-29 00:00:00,lulu,111,Prod_111,147.99
2026-01-03 00:00:00,Fathallah,104,Prod_104,103.24
2025-07-27 00:00:00,Fathallah   ,100,Prod_100,113.36
2025-04-02 00:00:00,Lulu,113,Prod_113,154.32
2025-08-18 00:00:00,Fathallah   ,105,Prod_105,107.16
2025-10-06 00:00:00,lulu,115,Prod_115,147.38
2025-02-10 00:00:00,Fathallah   ,106,Prod_106,108.52
2026-02-10 00:00:00,Fathallah,114,Prod_114,197.93
2025-11-21 00:00:00,Lulu,105,Prod_105,105.01
2025-05-08 00:00:00,Lulu,116,Prod_116,209.8
2026-02-26 00:00:00,Lulu,100,Prod_100,104.25
2025-02-28 00:00:00,lulu,115,Prod_115,142.4
2025-06-03 00:00:00,Lulu,104,Prod_104,100.69
2025-06-25 00:00:00,lulu,112,Prod_112,174.47
2026-03-13 00:00:00,Carrefour,102,Prod_102,120.78
2025-08-03 00:00:00,Fathallah,103,Prod_103,119.16
2026-05-14 00:00:00,Fathallah   ,101,Prod_101,93.97
2025-05-23 00:00:00,lulu,106,Prod_106,151.52
2026-04-05 00:00:00,Lulu,101,Prod_101,109.09
2025-09-05 00:00:00,lulu,107,Prod_107,152.36
2026-05-01 00:00:00,Lulu,105,Prod_105,110.17
2025-04-09 00:00:00,Fathallah,118,Prod_118,216.52
2025-11-17 00:00:00,Carrefour,104,Prod_104,107.1
2025-04-18 00:00:00,Carrefour,115,Prod_115,148.26
2025-01-30 00:00:00,Lulu,112,Prod_112,171.74
2025-11-20 00:00:00,Lulu,109,Prod_109,140.08
2025-03-05 00:00:00,Fathallah   ,119,Prod_119,207.83
2025-12-19 00:00:00,Fathallah,100,Prod_100,87.38
2025-04-03 00:00:00,Fathallah,108,Prod_108,137.95
2025-04-03 00:00:00,Carrefour,118,Prod_118,180.58
2025-10-27 00:00:00,Lulu,100,Prod_100,87.09
2025-10-31 00:00:00,Fathallah,117,Prod_117,194.04
2025-02-12 00:00:00,Lulu,113,Prod_113,165.2
2025-03-26 00:00:00,Fathallah,103,Prod_103,101.77
2025-06-09 00:00:00,Carrefour,118,Prod_118,155.34
2025-03-11 00:00:00,Carrefour,100,Prod_100,98.93
2025-02-25 00:00:00, Carrefour ,116,Prod_116,187.42
2025-03-14 00:00:00, Carrefour ,117,Prod_117,200.89
2025-05-06 00:00:00,Lulu,111,Prod_111,169.77
2025-01-15 00:00:00,lulu,106,Prod_106,108.31
2026-02-23 00:00:00,Fathallah,115,Prod_115,170.53
2025-08-17 00:00:00, Carrefour ,108,Prod_108,147.53
2025-07-21 00:00:00, Carrefour ,114,Prod_114,193.51
2025-09-26 00:00:00,Fathallah,102,Prod_102,89.25
2026-01-07 00:00:00,Lulu,106,Prod_106,147.53
2026-03-28 00:00:00,lulu,104,Prod_104,124.59
2025-05-15 00:00:00,Carrefour,115,Prod_115,182.69
2025-10-26 00:00:00, Carrefour ,113,Prod_113,139.36
2026-03-25 00:00:00,Carrefour,104,Prod_104,132.93
2025-01-19 00:00:00,Fathallah,113,Prod_113,139.22
2025-04-14 00:00:00, Carrefour ,111,Prod_111,160.63
2026-03-31 00:00:00,lulu,112,Prod_112,147.34
2025-08-23 00:00:00,Fathallah   ,116,Prod_116,176.66
2025-06-19 00:00:00, Carrefour ,112,Prod_112,149.22
2025-05-08 00:00:00, Carrefour ,119,Prod_119,164.82
2025-03-20 00:00:00, Carrefour ,104,Prod_104,117.32
2025-12-28 00:00:00,lulu,115,Prod_115,160.68
2025-03-13 00:00:00,Fathallah,103,Prod_103,99.81
2025-07-27 00:00:00,lulu,118,Prod_118,182.54
2026-01-06 00:00:00,Lulu,105,Prod_105,142.03
2025-04-09 00:00:00,Lulu,116,Prod_116,198.61
2025-04-12 00:00:00,lulu,100,Prod_100,98.88
2026-04-30 00:00:00,lulu,117,Prod_117,212.93
2025-12-17 00:00:00,Fathallah   ,117,Prod_117,150.89
2026-02-16 00:00:00,Lulu,100,Prod_100,116.21
2025-03-03 00:00:00,Lulu,117,Prod_117,182.98
2025-12-29 00:00:00, Carrefour ,102,Prod_102,114.45
2025-03-19 00:00:00,Fathallah,106,Prod_106,115.53
2025-03-02 00:00:00,Fathallah,117,Prod_117,153.61
2026-02-23 00:00:00,lulu,107,Prod_107,114.39
2025-02-01 00:00:00,Fathallah,115,Prod_115,146.76
2025-08-26 00:00:00,Lulu,112,Prod_112,154.72
2026-03-03 00:00:00,Fathallah   ,106,Prod_106,139.81
2025-03-27 00:00:00,Fathallah   ,105,Prod_105,115.03
2025-01-21 00:00:00,lulu,115,Prod_115,180.26
2025-09-17 00:00:00,Lulu,102,Prod_102,89.24
2025-02-02 00:00:00,Carrefour,106,Prod_106,134.7
2025-04-05 00:00:00,lulu,102,Prod_102,103.08
2025-06-18 00:00:00,lulu,112,Prod_112,139.65
2025-05-27 00:00:00,Fathallah,117,Prod_117,188.09
2025-10-19 00:00:00, Carrefour ,104,Prod_104,104.63
2025-08-10 00:00:00,Carrefour,118,Prod_118,216.21
2025-08-13 00:00:00,lulu,112,Prod_112,150.87
2025-05-07 00:00:00,Fathallah,111,Prod_111,143.57
2025-10-25 00:00:00,Carrefour,101,Prod_101,121.41
2025-06-27 00:00:00, Carrefour ,109,Prod_109,134.82
2025-05-12 00:00:00,Fathallah   ,118,Prod_118,164.88
2026-03-18 00:00:00,Carrefour,105,Prod_105,137.17
2026-02-19 00:00:00, Carrefour ,107,Prod_107,135.29
2025-12-01 00:00:00, Carrefour ,110,Prod_110,145.93
2025-10-27 00:00:00,lulu,106,Prod_106,135.75
2025-11-04 00:00:00,Carrefour,105,Prod_105,140.72
2026-05-13 00:00:00,Fathallah,100,Prod_100,91.87
2025-06-13 00:00:00,Lulu,118,Prod_118,165.37
2025-03-09 00:00:00,Carrefour,106,Prod_106,106.8
2025-08-18 00:00:00,Fathallah,100,Prod_100,92.21
2025-02-05 00:00:00,lulu,102,Prod_102,97.58
2025-05-27 00:00:00,lulu,111,Prod_111,170.76
2025-03-17 00:00:00,Fathallah,106,Prod_106,122.92
2026-02-09 00:00:00,Fathallah,108,Prod_108,135.47
2025-01-19 00:00:00,Carrefour,102,Prod_102,124.37
2025-08-01 00:00:00, Carrefour ,101,Prod_101,113.47
2026-02-22 00:00:00, Carrefour ,107,Prod_107,140.14
2025-09-27 00:00:00,Carrefour,100,Prod_100,103.02
2025-12-15 00:00:00,Lulu,117,Prod_117,190.38
2025-11-27 00:00:00,Fathallah,113,Prod_113,153.07
2025-08-07 00:00:00,Fathallah   ,118,Prod_118,188.84
2026-04-04 00:00:00, Carrefour ,109,Prod_109,135.79
2025-11-18 00:00:00, Carrefour ,113,Prod_113,146.45
2025-03-25 00:00:00,Fathallah,108,Prod_108,127.03
2025-11-25 00:00:00,Fathallah,112,Prod_112,165.5
2025-06-09 00:00:00,Carrefour,106,Prod_106,138.07
2025-03-31 00:00:00,Lulu,111,Prod_111,169.02
2025-04-17 00:00:00,Carrefour,103,Prod_103,106.78
2025-09-18 00:00:00,Fathallah,113,Prod_113,188.67
2025-07-15 00:00:00,Carrefour,102,Prod_102,117.3
2025-10-27 00:00:00,Fathallah   ,100,Prod_100,104.3
2025-05-19 00:00:00,Carrefour,104,Prod_104,103.05
2025-05-06 00:00:00,Fathallah   ,101,Prod_101,95.71
2026-04-08 00:00:00,Lulu,112,Prod_112,178.04
2026-04-26 00:00:00, Carrefour ,118,Prod_118,166.21
2025-04-19 00:00:00,lulu,114,Prod_114,173.8
2025-07-21 00:00:00,Fathallah   ,111,Prod_111,144.81
2026-02-14 00:00:00,Fathallah,110,Prod_110,134.66
2025-04-03 00:00:00, Carrefour ,109,Prod_109,162.8
2025-05-30 00:00:00,lulu,119,Prod_119,201.76
2026-04-18 00:00:00,Fathallah,119,Prod_119,190.46
2026-04-23 00:00:00,lulu,113,Prod_113,149.27
2026-04-27 00:00:00,Fathallah   ,104,Prod_104,111.63
2025-01-19 00:00:00,Lulu,106,Prod_106,143.1
2026-01-01 00:00:00,lulu,106,Prod_106,150.88
2026-04-01 00:00:00,Carrefour,112,Prod_112,141.62
2025-01-27 00:00:00,Lulu,118,Prod_118,186.82
2025-10-17 00:00:00,Fathallah   ,104,Prod_104,136.39
2026-04-12 00:00:00,Lulu,103,Prod_103,98.81
2025-02-02 00:00:00,lulu,117,Prod_117,177.74
2025-07-20 00:00:00,Fathallah   ,112,Prod_112,131.78
2025-06-18 00:00:00,lulu,104,Prod_104,113.55
2025-08-01 00:00:00, Carrefour ,109,Prod_109,144.77
2025-04-11 00:00:00,Fathallah   ,113,Prod_113,169.98
2026-05-01 00:00:00, Carrefour ,103,Prod_103,126.49
2026-02-02 00:00:00,Lulu,112,Prod_112,177.39
2025-01-24 00:00:00,Carrefour,102,Prod_102,122.9
2025-06-14 00:00:00,lulu,112,Prod_112,163.48
